"ID","Sets","N_Sets","Size"
"101001110010","MIN6_6h, aTC1_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, QGP1_6h",6,1
"101010000011","MIN6_6h, aTC1_6h, MGN3_6h, QGP1_6h, QGP1_24h",5,1
"101010001000","MIN6_6h, aTC1_6h, MGN3_6h, PCCL3_6h",4,1
"101010001100","MIN6_6h, aTC1_6h, MGN3_6h, PCCL3_6h, PCCL3_24h",5,1
"101010001101","MIN6_6h, aTC1_6h, MGN3_6h, PCCL3_6h, PCCL3_24h, QGP1_24h",6,1
"101010100001","MIN6_6h, aTC1_6h, MGN3_6h, GLUTag_6h, QGP1_24h",5,1
"101010100010","MIN6_6h, aTC1_6h, MGN3_6h, GLUTag_6h, QGP1_6h",5,1
"101010101011","MIN6_6h, aTC1_6h, MGN3_6h, GLUTag_6h, PCCL3_6h, QGP1_6h, QGP1_24h",7,1
"101010110000","MIN6_6h, aTC1_6h, MGN3_6h, GLUTag_6h, GLUTag_24h",5,1
"101011000001","MIN6_6h, aTC1_6h, MGN3_6h, MGN3_24h, QGP1_24h",5,1
"101011000010","MIN6_6h, aTC1_6h, MGN3_6h, MGN3_24h, QGP1_6h",5,1
"101011000011","MIN6_6h, aTC1_6h, MGN3_6h, MGN3_24h, QGP1_6h, QGP1_24h",6,1
"101011001011","MIN6_6h, aTC1_6h, MGN3_6h, MGN3_24h, PCCL3_6h, QGP1_6h, QGP1_24h",7,1
"101011100001","MIN6_6h, aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_6h, QGP1_24h",6,1
"101011100010","MIN6_6h, aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_6h, QGP1_6h",6,1
"101011101101","MIN6_6h, aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_24h",8,1
"101011110001","MIN6_6h, aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, QGP1_24h",7,1
"101100000011","MIN6_6h, aTC1_6h, aTC1_24h, QGP1_6h, QGP1_24h",5,1
"101100001010","MIN6_6h, aTC1_6h, aTC1_24h, PCCL3_6h, QGP1_6h",5,1
"101100010001","MIN6_6h, aTC1_6h, aTC1_24h, GLUTag_24h, QGP1_24h",5,1
"101100011100","MIN6_6h, aTC1_6h, aTC1_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h",6,1
"101100100001","MIN6_6h, aTC1_6h, aTC1_24h, GLUTag_6h, QGP1_24h",5,1
"101100100010","MIN6_6h, aTC1_6h, aTC1_24h, GLUTag_6h, QGP1_6h",5,1
"101100111000","MIN6_6h, aTC1_6h, aTC1_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h",6,1
"101101001000","MIN6_6h, aTC1_6h, aTC1_24h, MGN3_24h, PCCL3_6h",5,1
"101101001101","MIN6_6h, aTC1_6h, aTC1_24h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_24h",7,1
"101110000010","MIN6_6h, aTC1_6h, aTC1_24h, MGN3_6h, QGP1_6h",5,1
"101110001011","MIN6_6h, aTC1_6h, aTC1_24h, MGN3_6h, PCCL3_6h, QGP1_6h, QGP1_24h",7,1
"101110011100","MIN6_6h, aTC1_6h, aTC1_24h, MGN3_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h",7,1
"101110101000","MIN6_6h, aTC1_6h, aTC1_24h, MGN3_6h, GLUTag_6h, PCCL3_6h",6,1
"101110110010","MIN6_6h, aTC1_6h, aTC1_24h, MGN3_6h, GLUTag_6h, GLUTag_24h, QGP1_6h",7,1
"101111100000","MIN6_6h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h",6,1
"101111100001","MIN6_6h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, QGP1_24h",7,1
"110000000101","MIN6_6h, MIN6_24h, PCCL3_24h, QGP1_24h",4,1
"110000001110","MIN6_6h, MIN6_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",5,1
"110000010010","MIN6_6h, MIN6_24h, GLUTag_24h, QGP1_6h",4,1
"110000010100","MIN6_6h, MIN6_24h, GLUTag_24h, PCCL3_24h",4,1
"110000011000","MIN6_6h, MIN6_24h, GLUTag_24h, PCCL3_6h",4,1
"110000011010","MIN6_6h, MIN6_24h, GLUTag_24h, PCCL3_6h, QGP1_6h",5,1
"110000100010","MIN6_6h, MIN6_24h, GLUTag_6h, QGP1_6h",4,1
"110000100100","MIN6_6h, MIN6_24h, GLUTag_6h, PCCL3_24h",4,1
"110000101011","MIN6_6h, MIN6_24h, GLUTag_6h, PCCL3_6h, QGP1_6h, QGP1_24h",6,1
"110000110010","MIN6_6h, MIN6_24h, GLUTag_6h, GLUTag_24h, QGP1_6h",5,1
"110000111011","MIN6_6h, MIN6_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, QGP1_6h, QGP1_24h",7,1
"110000111100","MIN6_6h, MIN6_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h",6,1
"110000111101","MIN6_6h, MIN6_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_24h",7,1
"110000111111","MIN6_6h, MIN6_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"110001000110","MIN6_6h, MIN6_24h, MGN3_24h, PCCL3_24h, QGP1_6h",5,1
"110001001110","MIN6_6h, MIN6_24h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",6,1
"110001011000","MIN6_6h, MIN6_24h, MGN3_24h, GLUTag_24h, PCCL3_6h",5,1
"110001011011","MIN6_6h, MIN6_24h, MGN3_24h, GLUTag_24h, PCCL3_6h, QGP1_6h, QGP1_24h",7,1
"110001100101","MIN6_6h, MIN6_24h, MGN3_24h, GLUTag_6h, PCCL3_24h, QGP1_24h",6,1
"110001100111","MIN6_6h, MIN6_24h, MGN3_24h, GLUTag_6h, PCCL3_24h, QGP1_6h, QGP1_24h",7,1
"110001101000","MIN6_6h, MIN6_24h, MGN3_24h, GLUTag_6h, PCCL3_6h",5,1
"110010000001","MIN6_6h, MIN6_24h, MGN3_6h, QGP1_24h",4,1
"110010000010","MIN6_6h, MIN6_24h, MGN3_6h, QGP1_6h",4,1
"110010000011","MIN6_6h, MIN6_24h, MGN3_6h, QGP1_6h, QGP1_24h",5,1
"110010100011","MIN6_6h, MIN6_24h, MGN3_6h, GLUTag_6h, QGP1_6h, QGP1_24h",6,1
"110010101010","MIN6_6h, MIN6_24h, MGN3_6h, GLUTag_6h, PCCL3_6h, QGP1_6h",6,1
"110011000011","MIN6_6h, MIN6_24h, MGN3_6h, MGN3_24h, QGP1_6h, QGP1_24h",6,1
"110011001001","MIN6_6h, MIN6_24h, MGN3_6h, MGN3_24h, PCCL3_6h, QGP1_24h",6,1
"110011010000","MIN6_6h, MIN6_24h, MGN3_6h, MGN3_24h, GLUTag_24h",5,1
"110011010100","MIN6_6h, MIN6_24h, MGN3_6h, MGN3_24h, GLUTag_24h, PCCL3_24h",6,1
"110011100001","MIN6_6h, MIN6_24h, MGN3_6h, MGN3_24h, GLUTag_6h, QGP1_24h",6,1
"110011100010","MIN6_6h, MIN6_24h, MGN3_6h, MGN3_24h, GLUTag_6h, QGP1_6h",6,1
"110011100011","MIN6_6h, MIN6_24h, MGN3_6h, MGN3_24h, GLUTag_6h, QGP1_6h, QGP1_24h",7,1
"110011101010","MIN6_6h, MIN6_24h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, QGP1_6h",7,1
"110011101011","MIN6_6h, MIN6_24h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, QGP1_6h, QGP1_24h",8,1
"110011101111","MIN6_6h, MIN6_24h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",9,1
"110100000100","MIN6_6h, MIN6_24h, aTC1_24h, PCCL3_24h",4,1
"110100000111","MIN6_6h, MIN6_24h, aTC1_24h, PCCL3_24h, QGP1_6h, QGP1_24h",6,1
"110100001101","MIN6_6h, MIN6_24h, aTC1_24h, PCCL3_6h, PCCL3_24h, QGP1_24h",6,1
"110100011111","MIN6_6h, MIN6_24h, aTC1_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"110100100001","MIN6_6h, MIN6_24h, aTC1_24h, GLUTag_6h, QGP1_24h",5,1
"110100100011","MIN6_6h, MIN6_24h, aTC1_24h, GLUTag_6h, QGP1_6h, QGP1_24h",6,1
"110100110000","MIN6_6h, MIN6_24h, aTC1_24h, GLUTag_6h, GLUTag_24h",5,1
"110100110011","MIN6_6h, MIN6_24h, aTC1_24h, GLUTag_6h, GLUTag_24h, QGP1_6h, QGP1_24h",7,1
"110100111011","MIN6_6h, MIN6_24h, aTC1_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, QGP1_6h, QGP1_24h",8,1
"110101000010","MIN6_6h, MIN6_24h, aTC1_24h, MGN3_24h, QGP1_6h",5,1
"110101000011","MIN6_6h, MIN6_24h, aTC1_24h, MGN3_24h, QGP1_6h, QGP1_24h",6,1
"110101000100","MIN6_6h, MIN6_24h, aTC1_24h, MGN3_24h, PCCL3_24h",5,1
"110101000101","MIN6_6h, MIN6_24h, aTC1_24h, MGN3_24h, PCCL3_24h, QGP1_24h",6,1
"110101001111","MIN6_6h, MIN6_24h, aTC1_24h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"110101010010","MIN6_6h, MIN6_24h, aTC1_24h, MGN3_24h, GLUTag_24h, QGP1_6h",6,1
"110101010100","MIN6_6h, MIN6_24h, aTC1_24h, MGN3_24h, GLUTag_24h, PCCL3_24h",6,1
"110101101110","MIN6_6h, MIN6_24h, aTC1_24h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h",8,1
"110101110100","MIN6_6h, MIN6_24h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_24h",7,1
"110101111111","MIN6_6h, MIN6_24h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",10,1
"110110001111","MIN6_6h, MIN6_24h, aTC1_24h, MGN3_6h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"110111000000","MIN6_6h, MIN6_24h, aTC1_24h, MGN3_6h, MGN3_24h",5,1
"110111000011","MIN6_6h, MIN6_24h, aTC1_24h, MGN3_6h, MGN3_24h, QGP1_6h, QGP1_24h",7,1
"110111110010","MIN6_6h, MIN6_24h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, QGP1_6h",8,1
"111000000001","MIN6_6h, MIN6_24h, aTC1_6h, QGP1_24h",4,1
"111000000010","MIN6_6h, MIN6_24h, aTC1_6h, QGP1_6h",4,1
"111000001001","MIN6_6h, MIN6_24h, aTC1_6h, PCCL3_6h, QGP1_24h",5,1
"111000001100","MIN6_6h, MIN6_24h, aTC1_6h, PCCL3_6h, PCCL3_24h",5,1
"111000001101","MIN6_6h, MIN6_24h, aTC1_6h, PCCL3_6h, PCCL3_24h, QGP1_24h",6,1
"111000001110","MIN6_6h, MIN6_24h, aTC1_6h, PCCL3_6h, PCCL3_24h, QGP1_6h",6,1
"111000010001","MIN6_6h, MIN6_24h, aTC1_6h, GLUTag_24h, QGP1_24h",5,1
"111000100011","MIN6_6h, MIN6_24h, aTC1_6h, GLUTag_6h, QGP1_6h, QGP1_24h",6,1
"111000100100","MIN6_6h, MIN6_24h, aTC1_6h, GLUTag_6h, PCCL3_24h",5,1
"111000100101","MIN6_6h, MIN6_24h, aTC1_6h, GLUTag_6h, PCCL3_24h, QGP1_24h",6,1
"111000101010","MIN6_6h, MIN6_24h, aTC1_6h, GLUTag_6h, PCCL3_6h, QGP1_6h",6,1
"111000101110","MIN6_6h, MIN6_24h, aTC1_6h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h",7,1
"111000101111","MIN6_6h, MIN6_24h, aTC1_6h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"111001000100","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_24h, PCCL3_24h",5,1
"111001001100","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_24h, PCCL3_6h, PCCL3_24h",6,1
"111001001111","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"111001010110","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_24h, GLUTag_24h, PCCL3_24h, QGP1_6h",7,1
"111001100000","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_24h, GLUTag_6h",5,1
"111001100001","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_24h, GLUTag_6h, QGP1_24h",6,1
"111001100100","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_24h, GLUTag_6h, PCCL3_24h",6,1
"111001100111","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_24h, GLUTag_6h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"111001111000","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h",7,1
"111010000011","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_6h, QGP1_6h, QGP1_24h",6,1
"111010001000","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_6h, PCCL3_6h",5,1
"111010010011","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_6h, GLUTag_24h, QGP1_6h, QGP1_24h",7,1
"111010101100","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_6h, GLUTag_6h, PCCL3_6h, PCCL3_24h",7,1
"111010101111","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_6h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",9,1
"111010110000","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_6h, GLUTag_6h, GLUTag_24h",6,1
"111011000101","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_6h, MGN3_24h, PCCL3_24h, QGP1_24h",7,1
"111011001000","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_6h, MGN3_24h, PCCL3_6h",6,1
"111011011011","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_24h, PCCL3_6h, QGP1_6h, QGP1_24h",9,1
"111011101000","MIN6_6h, MIN6_24h, aTC1_6h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h",7,1
"111100000010","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, QGP1_6h",5,1
"111100000101","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, PCCL3_24h, QGP1_24h",6,1
"111100001111","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",8,1
"111100010101","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_24h, PCCL3_24h, QGP1_24h",7,1
"111100011000","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_24h, PCCL3_6h",6,1
"111100011111","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",9,1
"111100100010","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_6h, QGP1_6h",6,1
"111100101100","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h",7,1
"111100101101","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_24h",8,1
"111100110010","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_6h, GLUTag_24h, QGP1_6h",7,1
"111100111000","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h",7,1
"111100111011","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, QGP1_6h, QGP1_24h",9,1
"111100111110","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h",9,1
"111101000010","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, QGP1_6h",6,1
"111101001111","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",9,1
"111101010010","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_24h, QGP1_6h",7,1
"111101010011","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_24h, QGP1_6h, QGP1_24h",8,1
"111101010100","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_24h, PCCL3_24h",7,1
"111101010101","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_24h, PCCL3_24h, QGP1_24h",8,1
"111101010110","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_24h, PCCL3_24h, QGP1_6h",8,1
"111101011100","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h",8,1
"111101011111","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",10,1
"111101100001","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, QGP1_24h",7,1
"111101100010","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, QGP1_6h",7,1
"111101100110","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, PCCL3_24h, QGP1_6h",8,1
"111101101000","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, PCCL3_6h",7,1
"111101101001","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, PCCL3_6h, QGP1_24h",8,1
"111101101011","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, PCCL3_6h, QGP1_6h, QGP1_24h",9,1
"111101101100","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h",8,1
"111101110111","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_24h, QGP1_6h, QGP1_24h",10,1
"111110000000","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h",5,1
"111110000011","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, QGP1_6h, QGP1_24h",7,1
"111110100001","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, GLUTag_6h, QGP1_24h",7,1
"111110101000","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, GLUTag_6h, PCCL3_6h",7,1
"111110110000","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, GLUTag_6h, GLUTag_24h",7,1
"111111000001","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, QGP1_24h",7,1
"111111001000","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, PCCL3_6h",7,1
"111111001111","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",10,1
"111111010100","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_24h, PCCL3_24h",8,1
"111111010101","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_24h, PCCL3_24h, QGP1_24h",9,1
"111111011001","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_24h, PCCL3_6h, QGP1_24h",9,1
"111111011100","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_24h, PCCL3_6h, PCCL3_24h",9,1
"111111100100","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_24h",8,1
"111111100101","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_24h, QGP1_24h",9,1
"111111101010","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, QGP1_6h",9,1
"111111101011","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, QGP1_6h, QGP1_24h",10,1
"111111101100","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h",9,1
"111111101101","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_24h",10,1
"111111101110","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h",10,1
"111111101111","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, PCCL3_6h, PCCL3_24h, QGP1_6h, QGP1_24h",11,1
"111111110100","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_24h",9,1
"111111111010","MIN6_6h, MIN6_24h, aTC1_6h, aTC1_24h, MGN3_6h, MGN3_24h, GLUTag_6h, GLUTag_24h, PCCL3_6h, QGP1_6h",10,1
